Emp Id,First Name,Last Name,Gender,Email,Date of Birth,Age,Weight,Date of Joining,Experience,Salary,Phone Number,County,City,State,Zip,Region
807442,Ed,Ferrari,M,ed.ferrari@gmail.com,9/27/1981,35.86,51,2/15/2015,2.45,145831,210-319-0049,Ector,Gardendale,TX,79758,South
956778,Jewell,Thies,F,jewell.thies@aol.com,2/16/1991,26.46,51,4/28/2017,0.25,153248,405-727-5191,Oklahoma City,Oklahoma City,OK,73100,South
496781,Jonathan,Rosa,M,jonathan.rosa@gmail.com,2/19/1981,36.46,61,7/23/2010,7.02,198838,236-696-3896,Fairfax,Falls Church,VA,22047,South
301629,Ruben,Weissman,M,ruben.weissman@gmail.com,12/28/1995,21.6,84,01-03-2017,0.56,48543,201-979-0583,Bergen,Elmwood Park,NJ,7407,Northeast
668065,Deja,Niemeyer,F,deja.niemeyer@gmail.com,09-04-1961,55.93,41,06-05-2012,5.15,130000,210-777-5935,Jasper,Evadale,TX,77615,South
836931,Selene,Ford,F,selene.ford@aol.com,3/23/1992,25.36,42,10-07-2013,3.81,143902,203-799-7675,Hartford,Hartford,CT,6101,Northeast
914698,Janeen,Norman,F,janeen.norman@gmail.com,1/28/1989,28.52,53,01-05-2012,5.56,117383,803-953-3848,Richland,Columbia,SC,29224,South
872750,Johnnie,Ibarra,M,johnnie.ibarra@aol.com,01-10-1972,45.58,71,4/14/2013,4.29,181385,209-862-8601,San Diego,San Diego,CA,92142,West
813428,Emerson,Sands,M,emerson.sands@gmail.com,07-08-1978,39.08,76,01-01-2015,2.57,106048,231-399-0470,Cass,Dowagiac,MI,49047,Midwest
380228,Oswaldo,Dodd,M,oswaldo.dodd@gmail.com,11/24/1975,41.7,88,11/14/1998,18.72,92047,229-954-3152,Washington,Harrison,GA,31035,South
791100,Leone,Buss,F,leone.buss@yahoo.co.uk,1/31/1968,49.52,56,12/31/1996,20.59,44080,207-521-8795,Oxford,Bryant Pond,ME,4219,Northeast
613551,Jay,Shields,M,jay.shields@gmail.com,03-11-1981,36.41,70,8/26/2013,3.92,167893,303-815-3774,Jefferson,Denver,CO,80215,West
147663,Douglass,Corrigan,M,douglass.corrigan@rediffmail.com,3/17/1973,44.39,60,2/19/2015,2.44,86718,217-809-6973,Kane,Saint Charles,IL,60174,Midwest
707600,Sherita,Baugh,F,sherita.baugh@gmail.com,4/20/1995,22.29,42,8/17/2016,0.95,49450,319-796-0569,Clinton,Wheatland,IA,52777,Midwest
596529,Lana,Arbuckle,F,lana.arbuckle@shaw.ca,10/22/1967,49.8,47,11-11-1996,20.72,193628,405-584-3309,Oklahoma,Oklahoma City,OK,73119,South
834635,Deloise,Oyler,F,deloise.oyler@yahoo.com,09-04-1963,53.93,40,01-06-2015,2.56,173977,216-204-6295,Geauga,Newbury,OH,44065,Midwest
794524,Armand,Fortenberry,M,armand.fortenberry@sbcglobal.net,1/20/1992,25.54,82,2/17/2017,0.44,184287,212-853-1265,Greene,Windham,NY,12496,Northeast
392234,Monty,Hail,M,monty.hail@gmail.com,6/21/1960,57.14,54,10/30/1983,33.77,89286,339-255-1370,Hampden,Springfield,MA,1138,Northeast
444753,Judith,Owen,F,judith.owen@gmail.com,2/14/1958,59.49,47,5/17/1982,35.22,76503,207-252-4459,York,Biddeford,ME,4007,Northeast
361359,Laureen,Lambert,F,laureen.lambert@exxonmobil.com,2/23/1960,57.47,52,7/31/2007,10,78201,217-920-8861,Cook,Chicago,IL,60678,Midwest
777936,Nila,Traylor,F,nila.traylor@yahoo.com,05-06-1972,45.26,46,4/23/1998,19.28,93058,212-404-1666,Monroe,Rochester,NY,14608,Northeast
529020,Bernard,Bradshaw,M,bernard.bradshaw@yahoo.co.uk,8/18/1969,47.98,70,3/31/2002,15.34,98634,240-682-9499,Prince George's,Greenbelt,MD,20770,South
884439,Micheal,Sarmiento,F,micheal.sarmiento@aol.com,7/17/1965,52.07,60,3/21/1991,26.37,81467,314-960-1816,St. Francois,Bonne Terre,MO,63628,Midwest
269950,Seth,Bilodeau,M,seth.bilodeau@bellsouth.net,05-05-1975,42.26,51,07-06-2002,15.07,164287,231-279-6667,Benzie,Lake Ann,MI,49650,Midwest
258110,Tai,Saavedra,F,tai.saavedra@hotmail.com,9/15/1995,21.88,43,9/15/2016,0.87,51872,215-358-8995,Westmoreland,Westmoreland City,PA,15692,Northeast
248437,Tamra,Alessi,F,tamra.alessi@outlook.com,11/19/1977,39.72,44,11-08-2004,12.73,90981,385-958-1406,Carbon,Helper,UT,84526,West
357480,Shenika,Crittenden,F,shenika.crittenden@walmart.com,10-09-1975,41.83,54,5/27/1998,19.18,58060,225-868-7449,Natchitoches,Powhatan,LA,71066,South
845835,Bernard,Fessler,M,bernard.fessler@hotmail.co.uk,7/31/1958,59.03,63,4/17/1980,37.3,93610,219-322-7409,LaGrange,South Milford,IN,46786,Midwest
878763,Ernest,Chasse,M,ernest.chasse@gmail.com,10-11-1995,21.81,87,7/16/2017,0.03,86598,303-439-6575,Douglas,Littleton,CO,80124,West
452667,Jeffery,Girard,M,jeffery.girard@outlook.com,8/13/1972,44.99,66,6/17/1998,19.13,78719,603-385-6031,Carroll,Freedom,NH,3836,Northeast
879556,Christoper,Moye,M,christoper.moye@aol.com,03-06-1992,25.41,58,8/24/2013,3.93,179104,319-859-5930,Louisa,Oakville,IA,52646,Midwest
541976,Kelley,Greening,M,kelley.greening@rediffmail.com,2/26/1979,38.44,81,6/22/2001,16.11,157705,215-615-1281,McKean,Gifford,PA,16732,Northeast
892120,Ernestine,Beall,F,ernestine.beall@aol.com,7/28/1972,45.03,48,11/20/2005,11.69,92635,215-994-0226,Franklin,Doylesburg,PA,17219,Northeast
662814,Archie,Folse,M,archie.folse@outlook.com,12/20/1992,24.62,68,01-02-2016,1.57,145647,209-591-4822,Tulare,Strathmore,CA,93267,West
609576,Ronny,Legault,M,ronny.legault@gmail.com,4/30/1977,40.27,68,05-02-2010,7.24,83203,314-345-4329,Lafayette,Bates City,MO,64011,Midwest
492759,Eloy,Brune,M,eloy.brune@aol.com,12/28/1972,44.61,84,02-06-2015,2.47,170760,229-549-0978,Damascus,Damascus,GA,39841,South
283912,Melani,Ruelas,F,melani.ruelas@gmail.com,01-04-1973,44.59,55,8/15/2007,9.96,117415,803-594-8265,Charleston,Johns Island,SC,29457,South
532795,Carlo,Shotwell,M,carlo.shotwell@gmail.com,06-11-1993,24.15,90,9/23/2015,1.85,79470,212-431-1725,New York,New York City,NY,10112,Northeast
863566,Roland,Antonio,M,roland.antonio@hotmail.com,5/28/1989,28.19,76,01-08-2015,2.55,137241,209-559-2215,Brea,Brea,CA,92622,West
361215,Lisa,Wick,F,lisa.wick@gmail.com,12/25/1995,21.61,46,5/17/2017,0.2,162121,423-540-1697,Memphis,Memphis,TN,37544,South
787265,Frankie,Owings,M,frankie.owings@yahoo.co.in,6/15/1993,24.13,57,05-10-2017,0.22,42901,314-538-1516,Boone,Sturgeon,MO,65284,Midwest
696561,Joe,Gowan,M,joe.gowan@comcast.net,4/20/1980,37.3,88,09-06-2013,3.89,164300,236-683-3184,Blackstone,Blackstone,VA,23825,South
906336,Melisa,Lomas,F,melisa.lomas@msn.com,10/29/1967,49.78,45,5/25/1998,19.19,178886,205-562-1660,Mobile,Mobile,AL,36631,South
630690,Jerilyn,Decker,F,jerilyn.decker@yahoo.com,8/26/1970,46.95,45,4/15/2014,3.29,148791,216-629-1132,Trumbull,West Farmington,OH,44491,Midwest
785482,Geoffrey,Lemmons,M,geoffrey.lemmons@gmail.com,3/25/1960,57.38,64,3/15/2008,9.38,108088,339-946-3297,Barnstable,West Barnstable,MA,2668,Northeast
281990,Karima,Walz,F,karima.walz@sbcglobal.net,1/29/1992,25.51,48,9/17/2013,3.86,93153,205-251-8144,Marengo,Linden,AL,36748,South
965373,Trey,Joshua,M,trey.joshua@hotmail.com,08-09-1986,30.99,90,07-08-2012,5.06,59082,239-338-7233,Miami-Dade,Opa Locka,FL,33055,South
674284,Kina,Mcvay,F,kina.mcvay@hotmail.com,6/20/1978,39.13,58,08-04-2012,4.98,107926,304-882-9478,Cabell,Huntington,WV,25708,South
214814,Sherman,Coward,M,sherman.coward@gmail.com,12/25/1982,34.61,54,12/19/2004,12.61,191501,304-268-9429,Mingo,Delbarton,WV,25670,South
869212,Refugio,Bechtold,M,refugio.bechtold@gmail.com,03-04-1963,54.44,84,11/22/1987,29.7,160455,210-262-8051,Upshur,Gilmer,TX,75644,South
133611,Felix,Imhoff,M,felix.imhoff@charter.net,01-09-1962,55.59,81,06-03-1985,32.17,64560,205-298-6005,Choctaw,Needham,AL,36915,South
602077,Sammie,Irick,M,sammie.irick@charter.net,7/16/1967,50.07,80,07-12-2009,8.05,149343,217-690-9432,Champaign,Philo,IL,61864,Midwest
356131,Dominick,Yager,M,dominick.yager@aol.com,5/20/1984,33.21,70,12/18/2009,7.61,93696,262-374-8234,Juneau,Elroy,WI,53929,Midwest
893395,Tatiana,Badillo,F,tatiana.badillo@walmart.com,03-10-1977,40.41,57,4/23/2012,5.27,94534,209-371-6850,San Joaquin,Farmington,CA,95230,West
716662,Ted,Baggett,M,ted.baggett@yahoo.ca,12-06-1983,33.67,85,02-02-2013,4.48,100330,229-575-7546,Jasper,Hillsboro,GA,31038,South
663907,Alec,Odaniel,M,alec.odaniel@sbcglobal.net,12/17/1966,50.65,74,9/20/1991,25.87,88011,405-469-6189,Le Flore,Leflore,OK,74942,South
293254,Gricelda,Hower,F,gricelda.hower@microsoft.com,6/19/1992,25.12,58,7/18/2017,0.03,179761,423-362-0530,Unicoi,Flag Pond,TN,37657,South
936407,Hung,Ontiveros,M,hung.ontiveros@hotmail.com,8/14/1974,42.98,62,04-04-1997,20.33,170128,217-955-0988,Stephenson,Eleroy,IL,61027,Midwest
357807,Noe,Stanger,M,noe.stanger@verizon.net,06-09-1984,33.16,77,12-06-2016,0.64,192182,236-530-3927,The Plains,The Plains,VA,22171,South
874367,Omar,Chadwick,M,omar.chadwick@ntlworld.com,5/23/1989,28.2,69,9/18/2013,3.86,176559,339-360-7443,Essex,Lynnfield,MA,1940,Northeast
704625,Adena,Engram,F,adena.engram@gmail.com,3/26/1965,52.38,57,10/16/2006,10.79,141816,270-855-9637,Leslie,Hyden,KY,41749,South
351818,Vickie,Reimer,F,vickie.reimer@comcast.net,3/16/1967,50.4,48,03-04-2010,7.41,120879,303-619-9407,Arapahoe,Littleton,CO,80161,West
385228,Keshia,Clyburn,F,keshia.clyburn@yahoo.co.uk,04-12-1991,26.31,59,1/23/2014,3.51,69187,423-847-9717,Coffee,Arnold Afb,TN,37389,South
860032,Rueben,Peloquin,M,rueben.peloquin@gmail.com,7/29/1972,45.03,76,2/22/1994,23.44,117767,206-229-3390,Skamania,Underwood,WA,98651,West
766077,Tangela,Woody,F,tangela.woody@ntlworld.com,01-12-1966,51.58,43,04-02-2017,0.32,41509,217-399-1379,DuPage,Elmhurst,IL,60126,Midwest
334344,Erika,Mackinnon,F,erika.mackinnon@walmart.com,6/23/1979,38.12,50,08-07-2006,10.98,171835,210-392-3555,Medina,La Coste,TX,78039,South
159220,Granville,Wortman,M,granville.wortman@gmail.com,5/17/1991,26.22,74,1/26/2014,3.5,66201,228-936-1989,Copiah,Gallman,MS,39077,South
817786,Elden,Ordonez,M,elden.ordonez@gmail.com,9/22/1993,23.86,75,10-04-2015,1.82,197078,218-567-6725,Crow Wing,Crosslake,MN,56442,Midwest
609177,Rosaria,Buettner,F,rosaria.buettner@gmail.com,03-10-1988,29.4,59,3/27/2009,8.34,112525,215-967-4072,Lackawanna,Jessup,PA,18434,Northeast
989292,Mariela,Santoyo,F,mariela.santoyo@yahoo.com,4/15/1990,27.3,45,6/29/2011,6.08,191952,201-325-7376,Passaic,Oak Ridge,NJ,7438,Northeast
530532,Peter,Mercer,F,peter.mercer@sbcglobal.net,4/24/1989,28.28,58,9/29/2010,6.83,146358,212-532-0310,Richmond,Staten Island,NY,10306,Northeast
917607,Odis,Theis,M,odis.theis@gmail.com,03-12-1977,40.41,56,11/24/2013,3.68,55083,209-991-2644,San Luis Obispo,Harmony,CA,93435,West
446216,Hector,Knott,M,hector.knott@microsoft.com,6/23/1974,43.13,72,1/14/2009,8.54,123075,231-756-8538,Oakland,Rochester,MI,48309,Midwest
402001,Dorris,Vaught,F,dorris.vaught@gmail.com,4/16/1991,26.3,52,2/22/2017,0.43,166591,239-699-7316,Hillsborough,Tampa,FL,33663,South
409810,Kris,Shotwell,F,kris.shotwell@hotmail.com,11-08-1987,29.74,44,1/23/2016,1.51,83573,219-295-6751,Wayne,Webster,IN,47392,Midwest
927560,Long,Hudspeth,M,long.hudspeth@gmail.com,10/15/1986,30.81,61,1/22/2017,0.51,60039,228-441-8841,Hinds,Utica,MS,39175,South
806331,Vincenzo,Whiteley,M,vincenzo.whiteley@hotmail.com,07-05-1992,25.08,72,12-04-2013,3.65,58403,229-389-8098,Rabun,Tiger,GA,30576,South
151735,Reyes,Holmes,M,reyes.holmes@hotmail.com,06-04-1967,50.18,75,12/20/2007,9.61,70020,314-216-2321,St. Louis (city),Saint Louis,MO,63113,Midwest
670371,Deedra,Bosch,F,deedra.bosch@gmail.com,06-10-1968,49.16,46,12/16/2004,12.62,165045,209-810-5884,Madera,Madera,CA,93636,West
949914,Jaunita,Mcmorris,F,jaunita.mcmorris@gmail.com,06-10-1972,45.16,46,7/29/1996,21.01,160352,217-783-5514,DuPage,Oak Brook,IL,60523,Midwest
327161,Kam,Hazel,F,kam.hazel@hotmail.com,5/29/1981,36.19,56,07-10-2012,5.05,43286,319-812-8571,Jackson,Andrew,IA,52030,Midwest
381129,Flavia,Kowalski,F,flavia.kowalski@hotmail.com,5/19/1994,23.21,55,6/29/2017,0.08,97912,252-905-3835,Durham,Durham,NC,27708,South
273207,Mike,Rohr,M,mike.rohr@gmail.com,8/24/1988,28.95,56,1/23/2012,5.52,173750,206-285-4778,Lincoln,Sprague,WA,99032,West
601692,Bret,Beall,M,bret.beall@hotmail.com,7/24/1984,33.03,77,4/28/2017,0.25,57086,219-608-5355,Warrick,Tennyson,IN,47637,Midwest
879855,Adrian,Rayborn,F,adrian.rayborn@gmail.com,2/28/1966,51.45,46,10/26/2013,3.76,144529,423-999-8278,Macon,Red Boiling Springs,TN,37150,South
421181,Sidney,Lindstrom,F,sidney.lindstrom@cox.net,3/29/1985,32.35,52,06-08-2017,0.14,139848,314-820-5803,Audrain,Vandalia,MO,63382,Midwest
614206,Mitchel,Ness,M,mitchel.ness@hotmail.co.uk,10/18/1967,49.81,88,10-04-2011,5.82,170951,219-557-3004,Noble,Kimmell,IN,46760,Midwest
195233,Carlton,Jalbert,M,carlton.jalbert@shaw.ca,09-08-1959,57.93,58,02-05-2013,4.48,56462,212-532-3562,Chenango,New Berlin,NY,13411,Northeast
471845,Jeanett,Darden,F,jeanett.darden@gmail.com,03-09-1960,57.42,49,6/17/1988,29.13,53469,252-345-8040,Mecklenburg,Charlotte,NC,28261,South
527371,Kenya,Irizarry,F,kenya.irizarry@hotmail.co.uk,10/23/1982,34.79,41,11/13/2016,0.7,91814,701-539-4671,Sheridan,Denhoff,ND,58430,Midwest
315817,Marti,Brewton,F,marti.brewton@gmail.com,4/16/1979,38.31,42,6/22/2015,2.1,198686,216-684-2632,Holmes,Nashville,OH,44661,Midwest
363186,Lynsey,Hairston,F,lynsey.hairston@walmart.com,10/21/1973,43.8,59,9/23/2005,11.85,42358,480-396-7828,Gila,Claypool,AZ,85532,West
594072,Lauran,Paradise,F,lauran.paradise@verizon.net,10/25/1984,32.78,57,8/24/2011,5.93,88478,209-675-1177,Los Angeles,Glendora,CA,91740,West
282436,Darin,Deegan,M,darin.deegan@hotmail.com,3/18/1984,33.38,62,3/24/2012,5.35,48702,212-666-9385,Dutchess,Glenham,NY,12527,Northeast
907609,Ervin,Wescott,M,ervin.wescott@ibm.com,4/16/1958,59.32,65,9/27/1980,36.86,182279,304-752-8232,Clay,Ovapa,WV,25150,South
127957,Nelia,Lopez,F,nelia.lopez@gmail.com,01-09-1989,28.57,41,07-09-2011,6.06,88806,270-967-8350,Jefferson,Louisville,KY,40290,South
457092,Forrest,Wille,M,forrest.wille@gmail.com,11-12-1971,45.74,59,7/18/2005,12.04,157455,304-234-3508,Superior,Superior,WV,24886,South
776926,Hans,Haggard,M,hans.haggard@gmail.com,5/20/1960,57.23,80,06-12-2002,15.14,56812,228-728-1390,Pontotoc,Algoma,MS,38820,South
284601,Felton,Tooley,M,felton.tooley@aol.com,1/14/1994,23.55,79,05-04-2017,0.23,192833,228-870-6874,Hinds,Terry,MS,39170,South
526711,Kathryn,Katz,F,kathryn.katz@gmail.com,12/26/1989,27.61,43,9/22/2015,1.85,152496,605-935-7823,Brown,Houghton,SD,57449,Midwest
338304,Filiberto,Mccaffrey,M,filiberto.mccaffrey@yahoo.com,12/24/1977,39.62,81,3/27/2006,11.35,40330,216-495-3355,Franklin,Columbus,OH,43299,Midwest
789756,Javier,Avelar,M,javier.avelar@yahoo.co.in,07-01-1992,25.09,90,6/24/2014,3.1,66348,339-380-4630,Hampshire,Northampton,MA,1061,Northeast
610043,Josue,Engstrom,M,josue.engstrom@gmail.com,7/28/1959,58.04,63,9/23/2008,8.85,109732,405-873-8130,Logan,Langston,OK,73050,South
458590,Diego,Coombs,M,diego.coombs@yahoo.com,5/19/1964,53.23,50,02-01-2001,16.5,125273,262-216-1443,La Crosse,Holmen,WI,54636,Midwest
706947,Elden,Nadeau,M,elden.nadeau@gmail.com,4/22/1970,47.3,82,06-09-1995,22.15,191570,209-955-1537,Butte,Chico,CA,95928,West
302101,Stefania,Sublett,F,stefania.sublett@ibm.com,8/19/1979,37.97,59,7/13/2014,3.04,83922,314-801-5551,Jackson,Kansas City,MO,64124,Midwest
440411,Nydia,Flake,F,nydia.flake@hotmail.com,12/18/1959,57.65,53,04-08-1981,36.33,123144,205-421-4069,Tallapoosa,East Tallassee,AL,36023,South
754161,Mariko,Colombo,F,mariko.colombo@hotmail.com,5/26/1961,56.21,52,1/20/1990,27.54,86640,314-252-6903,Taney,Cedarcreek,MO,65627,Midwest
682431,Luigi,Gutshall,M,luigi.gutshall@apple.com,11-10-1962,54.75,84,10-11-1991,25.81,182665,219-837-1376,Sullivan,Sullivan,IN,47882,Midwest
677948,Dora,Trantham,F,dora.trantham@aol.com,1/23/1970,47.54,55,08-09-1993,23.98,45050,228-693-3100,Noxubee,Shuqualak,MS,39361,South
405969,Lyn,Hayman,F,lyn.hayman@aol.com,1/16/1962,55.57,48,5/16/2007,10.21,156515,262-599-9261,Dane,Sun Prairie,WI,53591,Midwest
467080,Dane,Lomeli,M,dane.lomeli@gmail.com,4/24/1994,23.28,59,03-07-2016,1.39,116255,218-907-4400,Roseau,Roseau,MN,56751,Midwest
270454,Collin,Hart,M,collin.hart@gmail.com,02-06-1958,59.51,81,1/13/2015,2.54,64641,503-387-8689,Marion,Scotts Mills,OR,97375,West
622430,David,Krohn,M,david.krohn@hotmail.com,11/21/1985,31.7,82,03-11-2016,1.38,46659,216-785-8719,Richland,Plymouth,OH,44865,Midwest
224652,Theron,Nugent,M,theron.nugent@outlook.com,10/14/1969,47.82,71,11/30/1991,25.68,129073,480-515-0778,Pima,Tucson,AZ,85739,West
499094,Harry,Helmick,M,harry.helmick@btinternet.com,12/26/1981,35.61,65,11-01-2013,3.74,146431,215-274-6629,Schuylkill,Coaldale,PA,18218,Northeast
154664,Kemberly,Steed,F,kemberly.steed@gmail.com,5/27/1966,51.21,54,3/28/2016,1.33,170557,605-579-1801,Brown,Warner,SD,57479,Midwest
362378,Teresita,Virgil,F,teresita.virgil@hotmail.co.uk,7/22/1964,53.05,55,3/26/2000,17.35,139576,239-731-6357,Orange,Orlando,FL,32889,South
382626,Martin,Groth,M,martin.groth@comcast.net,11-09-1965,51.75,60,03-09-2013,4.39,98328,215-806-8188,Schuylkill,Shenandoah,PA,17976,Northeast
336151,Mandie,Lemmons,F,mandie.lemmons@shell.com,04-06-1963,54.35,57,9/29/2010,6.83,174641,319-369-8786,Plymouth,Le Mars,IA,51031,Midwest
821660,Gaston,Madden,M,gaston.madden@microsoft.com,7/24/1986,31.03,84,07-01-2016,1.07,157999,210-409-1528,Lumberton,Lumberton,TX,77711,South
715775,Chung,Destefano,M,chung.destefano@aol.com,3/23/1973,44.38,69,8/29/1998,18.93,161040,210-309-2457,Parker,Weatherford,TX,76087,South
481509,Garland,Carter,M,garland.carter@gmail.com,1/25/1970,47.54,51,4/30/1994,23.26,122573,219-531-3563,Boone,Zionsville,IN,46077,Midwest
340069,Edmund,Otto,M,edmund.otto@bp.com,7/16/1960,57.07,75,12/20/1992,24.62,196010,201-232-8565,Ocean,Normandy Beach,NJ,8739,Northeast
130437,Lia,Meehan,F,lia.meehan@gmail.com,4/28/1986,31.27,58,10/13/2014,2.79,171587,803-600-1193,Greenwood,Greenwood,SC,29647,South
605633,Jesse,Kenny,M,jesse.kenny@yahoo.co.uk,5/28/1994,23.18,55,5/20/2017,0.19,87190,210-423-5964,Edwards,Rocksprings,TX,78880,South
474478,Mohamed,Mingo,M,mohamed.mingo@cox.net,11/29/1980,36.68,73,1/23/2009,8.52,163378,212-575-1473,Erie,Grand Island,NY,14072,Northeast
706864,Cleo,Cortes,M,cleo.cortes@aol.com,4/16/1960,57.32,50,3/24/2012,5.35,175822,270-929-6163,Laurel,Pittsburg,KY,40755,South
881831,Taneka,Wheat,F,taneka.wheat@hotmail.com,10/30/1960,56.78,53,10/20/1993,23.79,125470,206-698-6615,Spokane,Spokane,WA,99228,West
129446,Ninfa,Elliott,F,ninfa.elliott@aol.com,06-02-1984,33.18,42,4/27/2011,6.26,105578,316-301-8325,Crawford,Arma,KS,66712,Midwest
346832,Elease,Gaitan,F,elease.gaitan@walmart.com,1/24/1995,22.52,57,12/26/2016,0.59,188097,314-947-8987,Buchanan,De Kalb,MO,64440,Midwest
647312,Bud,Cambell,M,bud.cambell@apple.com,07-08-1971,46.09,71,9/17/1997,19.87,62016,216-251-4273,Wood,Bradner,OH,43406,Midwest
832406,Jordan,Otoole,M,jordan.otoole@exxonmobil.com,02-08-1991,26.48,58,6/15/2017,0.12,145832,212-677-6115,St. Lawrence,Nicholville,NY,12965,Northeast
295298,Anibal,Honeycutt,M,anibal.honeycutt@gmail.com,11-04-1970,46.76,53,04-11-1999,18.31,87658,209-497-3485,Los Angeles,Los Angeles,CA,90082,West
907652,Rene,Sessoms,M,rene.sessoms@gmail.com,11/16/1987,29.72,90,07-05-2017,0.06,152364,209-782-5677,Calaveras,Mountain Ranch,CA,95246,West
456388,Vernice,Sarabia,F,vernice.sarabia@charter.net,4/16/1967,50.32,59,04-11-2016,1.3,157690,252-215-8092,Cumberland,Fayetteville,NC,28303,South
708345,Deshawn,Blanchard,M,deshawn.blanchard@aol.com,09-07-1990,26.91,85,6/18/2016,1.11,93383,201-433-0513,Union,Summit,NJ,7901,Northeast
313530,Chad,Beebe,M,chad.beebe@gmail.com,1/16/1994,23.55,87,11-05-2016,0.73,61291,240-689-7887,Dorchester,Linkwood,MD,21835,South
359249,Olin,Warnke,M,olin.warnke@aol.com,11-06-1971,45.76,72,01-11-1996,21.56,182597,339-440-3614,Middlesex,Watertown,MA,2471,Northeast
249381,Ahmad,Simonson,M,ahmad.simonson@gmail.com,03-08-1982,35.41,59,8/19/2016,0.94,93592,229-761-5316,Cobb,Marietta,GA,30006,South
886005,Shaun,Villareal,M,shaun.villareal@hotmail.co.uk,12/24/1958,58.63,59,4/25/1994,23.27,85870,218-889-3129,Chisago,Taylors Falls,MN,55084,Midwest
443962,Lynsey,Perrine,F,lynsey.perrine@gmail.com,10-05-1970,46.84,55,02-04-2009,8.48,83245,701-881-0480,Cavalier,Milton,ND,58260,Midwest
866609,Gabriel,Hoekstra,M,gabriel.hoekstra@gmail.com,2/23/1977,40.45,57,1/23/2002,15.52,158492,202-905-7365,District of Columbia,Washington,DC,20507,South
698005,Jeremy,Mccay,M,jeremy.mccay@sbcglobal.net,11/16/1975,41.73,78,5/15/2012,5.21,80633,215-456-6138,Westmoreland,Acme,PA,15610,Northeast
961360,Hattie,Ferrer,F,hattie.ferrer@gmail.com,10-12-1961,55.83,42,1/23/1987,30.53,100567,262-392-9784,Dane,Madison,WI,53792,Midwest
